end_location_lat,end_location_long,driver_rating,car_rating,start_location_long,start_location_lat,color,make
30.27,-97.75,4,4,-97.74,30.28,Black,Cadillac
30.24,-97.75,3,5,-97.71,30.28,White,Nissan
30.29,-97.76,4,5,-97.74,30.27,Black,Cadillac
30.24,-97.72,4,3,-97.72,30.26,White,Chevrolet
30.27,-97.75,5,5,-97.74,30.28,Gray,Audi
30.26,-97.74,4,5,-97.77,30.28,Gray,Audi
30.26,-97.74,3,4,-97.74,30.27,Gray,Audi
30.28,-97.75,5,4,-97.75,30.27,Gray,Nissan
30.25,-97.75,3,3,-97.74,30.27,Gray,Nissan
30.26,-97.72,5,2,-97.76,30.24,Gray,Nissan
30.25,-97.76,3,2,-97.72,30.26,Gray,Nissan
30.27,-97.74,4,5,-97.75,30.27,Gray,Nissan
30.26,-97.72,3,3,-97.74,30.29,Gray,Nissan
30.26,-97.75,3,3,-97.75,30.27,Gray,Nissan
30.26,-97.76,5,3,-97.76,30.26,Silver,Toyota
30.29,-97.72,5,2,-97.77,30.23,Silver,Toyota
30.27,-97.75,3,3,-97.69,30.22,Silver,Toyota
30.3,-97.78,5,5,-97.73,30.29,Silver,Toyota
30.25,-97.77,5,2,-97.78,30.24,Silver,Toyota
30.27,-97.75,5,5,-97.75,30.27,Silver,Toyota
30.26,-97.74,4,2,-97.79,30.22,Brown,Mazda
30.27,-97.75,4,5,-97.75,30.26,Brown,Mazda
30.28,-97.76,5,3,-97.75,30.27,Silver,Toyota
30.26,-97.75,4,5,-97.74,30.27,Silver,Toyota
30.27,-97.75,5,3,-97.75,30.26,Silver,Toyota
30.3,-97.75,5,3,-97.76,30.28,Gray,Ford
30.27,-97.75,5,4,-97.75,30.27,Red,Kia
30.24,-97.75,3,3,-97.75,30.28,Brown,Ford
30.24,-97.75,3,4,-97.75,30.27,Brown,Ford
30.27,-97.74,4,2,-97.74,30.27,White,BMW
30.25,-97.75,4,4,-97.76,30.24,White,BMW
30.26,-97.72,5,2,-97.77,30.27,White,BMW
30.27,-97.75,5,4,-97.75,30.29,White,Chevrolet
30.31,-97.72,3,2,-97.81,30.26,White,Chevrolet
30.29,-97.75,4,4,-97.76,30.26,Gray,Ford
30.25,-97.71,4,2,-97.73,30.29,Gray,Ford
30.34,-97.72,5,5,-97.74,30.3,Gray,Ford
30.43,-97.77,3,4,-97.67,30.2,Black,Toyota
30.26,-97.76,3,4,-97.75,30.27,Gray,Ford
30.26,-97.74,3,4,-97.78,30.25,Gray,Ford
30.26,-97.74,3,5,-97.75,30.26,Gray,Ford
30.27,-97.74,5,3,-97.7,30.27,Gray,Ford
30.27,-97.75,3,3,-97.76,30.28,Gray,Ford
30.24,-97.75,3,4,-97.75,30.27,Black,Cadillac
30.27,-97.75,4,2,-97.72,30.26,Black,Cadillac
30.28,-97.77,3,5,-97.75,30.27,Black,Cadillac
30.24,-97.73,5,3,-97.76,30.27,Black,Cadillac
30.28,-97.74,3,4,-97.75,30.27,Black,Cadillac
30.27,-97.74,4,5,-97.74,30.27,White,Nissan
30.27,-97.74,3,5,-97.72,30.28,Black,Nissan
30.27,-97.75,3,3,-97.72,30.26,Brown,Mazda
30.24,-97.74,4,5,-97.76,30.24,Brown,Mazda
30.27,-97.74,5,4,-97.72,30.25,Brown,Mazda
30.27,-97.74,3,2,-97.77,30.26,Black,Nissan
30.27,-97.75,3,4,-97.74,30.29,Black,Nissan
30.4,-97.73,5,3,-97.76,30.38,White,Cadillac
30.3,-97.77,5,5,-97.74,30.29,White,Cadillac
30.29,-97.75,4,2,-97.73,30.29,White,Cadillac
30.25,-97.77,4,2,-97.77,30.25,White,Cadillac
30.32,-97.71,4,2,-97.77,30.25,White,Cadillac
30.16,-97.83,4,3,-97.74,30.3,White,Cadillac
30.26,-97.76,4,3,-97.76,30.26,Gray,Audi
30.28,-97.75,5,5,-97.75,30.28,Gold,Lexus
30.27,-97.75,3,3,-97.75,30.27,White,Tesla
30.28,-97.8,3,2,-97.75,30.25,Gray,Ford
30.28,-97.74,5,3,-97.76,30.27,Gray,Ford
30.27,-97.74,3,2,-97.74,30.29,White,Nissan
30.27,-97.7,3,5,-97.74,30.26,Black,Nissan
30.27,-97.74,4,3,-97.71,30.28,Black,Nissan
30.26,-97.79,3,2,-97.72,30.25,Black,Nissan
30.25,-97.78,4,5,-97.74,30.26,Black,Nissan
30.25,-97.71,5,2,-97.75,30.29,Red,Cadillac
30.26,-97.73,4,5,-97.73,30.26,Red,Cadillac
30.27,-97.75,3,5,-97.76,30.27,Black,Nissan
30.27,-97.74,4,4,-97.75,30.27,White,Tesla
30.25,-97.75,3,5,-97.74,30.26,White,Tesla
30.28,-97.69,4,5,-97.72,30.26,Red,Cadillac
30.28,-97.77,3,2,-97.75,30.27,Red,Cadillac
30.27,-97.75,5,4,-97.74,30.27,Red,Toyota
30.29,-97.74,5,4,-97.76,30.27,Gray,Nissan
30.29,-97.73,5,2,-97.74,30.26,Gray,Nissan
30.22,-97.75,3,5,-97.74,30.28,Gray,Nissan
30.27,-97.8,4,3,-97.74,30.27,White,Toyota
30.25,-97.76,5,3,-97.75,30.27,Silver,Toyota
30.23,-97.71,3,4,-97.67,30.2,Black,Dodge
30.27,-97.74,5,5,-97.75,30.28,White,Toyota
30.42,-97.77,3,5,-97.78,30.24,White,Toyota
30.38,-97.76,4,3,-97.72,30.4,White,Toyota
30.25,-97.75,5,2,-97.74,30.26,White,Toyota
30.24,-97.74,5,3,-97.74,30.26,White,Toyota
30.29,-97.77,4,4,-97.73,30.26,Silver,Toyota
30.45,-97.68,3,3,-97.74,30.27,Silver,Toyota
30.26,-97.74,5,2,-97.73,30.28,White,Cadillac
30.26,-97.74,4,5,-97.74,30.26,White,Cadillac
30.27,-97.74,4,3,-97.74,30.27,White,Cadillac
30.29,-97.75,5,4,-97.75,30.27,White,Cadillac
30.28,-97.71,3,3,-97.73,30.27,Gray,Nissan
30.29,-97.75,5,3,-97.74,30.27,White,BMW
30.2,-97.67,3,3,-97.73,30.27,Gray,Honda
30.26,-97.76,5,3,-97.76,30.26,Black,Honda
30.27,-97.74,4,3,-97.76,30.28,Black,Honda
30.2,-97.67,5,3,-97.75,30.27,Black,Honda
30.27,-97.76,3,5,-97.67,30.2,Black,Honda
30.24,-97.74,4,5,-97.75,30.29,Black,Honda
30.25,-97.76,4,2,-97.78,30.23,Black,Honda
30.27,-97.74,3,5,-97.75,30.27,Black,Honda
30.26,-97.74,4,3,-97.74,30.29,Black,Honda
30.29,-97.78,4,4,-97.74,30.28,Black,Honda
30.27,-97.75,4,5,-97.77,30.29,White,Nissan
30.27,-97.75,5,4,-97.75,30.25,Black,Kia
30.27,-97.74,4,5,-97.72,30.26,Black,Kia
30.26,-97.74,5,3,-97.76,30.25,Black,Kia
30.23,-97.72,5,4,-97.73,30.25,White,Nissan
30.2,-97.67,4,5,-97.76,30.28,White,Nissan
30.26,-97.75,4,5,-97.74,30.3,Black,Nissan
30.32,-97.74,3,3,-97.77,30.23,Black,Nissan
30.27,-97.74,5,2,-97.75,30.26,Black,Cadillac
30.26,-97.72,3,5,-97.67,30.2,White,Nissan
30.27,-97.74,5,5,-97.77,30.3,White,Nissan
30.27,-97.75,3,5,-97.74,30.27,White,Nissan
30.28,-97.8,5,4,-97.77,30.29,White,Nissan
30.27,-97.75,4,2,-97.74,30.25,Black,Jeep
30.26,-97.73,3,4,-97.74,30.3,White,Chevrolet
30.27,-97.76,4,2,-97.73,30.26,White,Chevrolet
30.27,-97.75,4,2,-97.75,30.27,White,Chevrolet
30.26,-97.76,4,3,-97.74,30.27,White,Chevrolet
30.28,-97.74,5,3,-97.78,30.29,White,Chevrolet
30.2,-97.67,5,4,-97.75,30.27,Silver,Toyota
30.25,-97.76,4,2,-97.67,30.2,Silver,Toyota
30.21,-97.78,3,2,-97.78,30.23,Red,Toyota
30.28,-97.72,5,2,-97.7,30.33,Black,Lexus
30.27,-97.77,5,4,-97.75,30.29,Black,Jeep
30.27,-97.74,4,4,-97.78,30.25,Silver,Lexus
30.2,-97.67,3,3,-97.75,30.27,Silver,Lexus
30.26,-97.71,3,3,-97.72,30.26,Black,Nissan
30.26,-97.72,5,5,-97.73,30.27,Black,Cadillac
30.2,-97.67,3,3,-97.74,30.26,Black,Cadillac
30.25,-97.76,4,3,-97.67,30.2,Black,Cadillac
30.28,-97.74,5,3,-97.75,30.25,Black,Lexus
30.24,-97.75,5,2,-97.75,30.25,Black,Dodge
30.25,-97.74,5,3,-97.75,30.27,Black,Honda
30.26,-97.72,4,2,-97.71,30.26,Silver,Cadillac
30.24,-97.75,5,5,-97.76,30.25,Red,Subaru
30.26,-97.75,5,5,-97.74,30.27,Red,Subaru
30.27,-97.74,3,3,-97.75,30.26,Red,Subaru
30.26,-97.74,3,3,-97.74,30.27,Black,Nissan
30.27,-97.74,4,2,-97.72,30.26,Gray,Ford
30.2,-97.67,5,5,-97.72,30.28,Black,Chevrolet
30.43,-97.92,4,3,-97.73,30.26,Black,Chevrolet
30.27,-97.74,4,5,-97.77,30.27,Silver,Toyota
30.27,-97.74,3,5,-97.75,30.27,Silver,Toyota
30.32,-97.71,3,4,-97.74,30.27,Silver,Toyota
30.29,-97.77,3,3,-97.75,30.26,White,BMW
30.27,-97.74,4,2,-97.76,30.24,White,BMW
30.41,-97.85,4,3,-97.75,30.27,White,BMW
30.29,-97.73,5,4,-97.74,30.27,White,Chevrolet
30.2,-97.67,3,5,-97.74,30.25,Red,Hyundai
30.2,-97.67,4,3,-97.74,30.25,Gray,Hyundai
30.22,-97.77,4,4,-97.76,30.28,Red,Hyundai
30.22,-97.77,3,3,-97.76,30.28,Gray,Hyundai
30.3,-97.74,4,2,-97.75,30.26,Silver,Toyota
30.28,-97.74,4,3,-97.72,30.26,Black,Cadillac
30.26,-97.75,3,5,-97.76,30.28,Black,Cadillac
30.28,-97.75,3,3,-97.74,30.26,Black,Cadillac
30.24,-97.75,3,3,-97.75,30.27,Black,Cadillac
30.28,-97.74,4,5,-97.72,30.26,Black,Cadillac
30.27,-97.74,3,4,-97.76,30.27,Black,Nissan
30.2,-97.67,3,3,-97.77,30.3,Silver,Toyota
30.2,-97.67,3,2,-97.78,30.24,Black,Nissan
30.27,-97.74,3,4,-97.75,30.27,Brown,Ford
30.24,-97.72,5,5,-97.74,30.28,Black,Cadillac
30.27,-97.74,5,5,-97.75,30.29,Blue,Toyota
30.3,-97.74,4,2,-97.75,30.26,Maroon,Honda
30.27,-97.75,4,4,-97.74,30.27,White,Volvo
30.27,-97.74,3,4,-97.74,30.28,White,Volvo
30.14,-97.8,3,4,-97.74,30.27,White,Volvo
30.22,-97.77,3,4,-97.76,30.28,Red,Volvo
30.27,-97.74,3,3,-97.74,30.26,Black,Nissan
30.25,-97.75,4,3,-97.75,30.26,Black,Nissan
30.24,-97.76,5,2,-97.74,30.27,Silver,BMW
30.25,-97.75,3,4,-97.76,30.26,Silver,BMW
30.27,-97.75,5,3,-97.78,30.23,Silver,BMW
30.3,-97.74,3,5,-97.75,30.27,Silver,BMW
30.27,-97.75,3,3,-97.76,30.28,Silver,BMW
30.27,-97.74,4,2,-97.67,30.2,Black,Nissan
30.27,-97.74,4,5,-97.74,30.28,Maroon,Honda
30.26,-97.77,4,3,-97.74,30.27,White,Chevrolet
30.25,-97.75,4,3,-97.75,30.26,Black,Nissan
30.27,-97.75,5,3,-97.74,30.28,Black,Nissan
30.25,-97.75,5,3,-97.74,30.27,Black,Nissan
30.27,-97.75,5,5,-97.66,30.19,Black,Cadillac
30.25,-97.76,4,5,-97.67,30.2,Black,Infiniti
30.25,-97.78,3,5,-97.74,30.26,Blue,Ford
30.27,-97.75,3,5,-97.77,30.24,Blue,Ford
30.29,-97.72,3,5,-97.75,30.26,Blue,Ford
30.29,-97.72,4,3,-97.75,30.26,Black,Cadillac
30.27,-97.74,4,2,-97.76,30.26,Silver,Toyota
30.26,-97.74,3,2,-97.74,30.27,Black,Cadillac
30.28,-97.73,5,3,-97.74,30.28,Silver,Toyota
30.28,-97.76,5,5,-97.74,30.27,White,Cadillac
30.27,-97.74,5,5,-97.77,30.29,White,Cadillac
30.26,-97.72,4,5,-97.74,30.27,Red,Volvo
30.25,-97.84,5,3,-97.72,30.26,Red,Volvo
30.28,-97.76,5,3,-97.74,30.27,Grey,Mazda
30.26,-97.74,5,2,-97.75,30.27,Silver,Lexus
30.26,-97.74,3,5,-97.77,30.26,Silver,Lexus
30.27,-97.75,4,2,-97.76,30.27,Silver,Lexus
30.27,-97.72,4,2,-97.75,30.26,Orange,Jeep
30.26,-97.76,3,5,-97.74,30.29,Black,Cadillac
30.26,-97.76,3,2,-97.75,30.26,Black,Cadillac
30.27,-97.75,4,3,-97.76,30.26,Black,Cadillac
30.22,-97.79,5,3,-97.67,30.2,Black,Cadillac
30.26,-97.76,3,3,-97.78,30.24,Black,Jeep
30.27,-97.76,5,2,-97.76,30.28,Grey,Mazda
30.26,-97.74,3,5,-97.78,30.3,Black,Cadillac
30.27,-97.75,5,3,-97.75,30.25,White,Chevrolet
30.25,-97.76,5,4,-97.76,30.29,White,Chevrolet
30.27,-97.74,3,3,-97.75,30.27,White,Chevrolet
30.29,-97.74,3,3,-97.76,30.26,Gray,Ford
30.26,-97.74,3,2,-97.74,30.26,Red,Honda
30.27,-97.74,3,3,-97.74,30.28,Red,Honda
30.25,-97.77,5,2,-97.75,30.27,Red,Honda
30.26,-97.77,3,5,-97.77,30.26,Red,Honda
30.27,-97.75,5,3,-97.77,30.29,Grey,Mazda
30.27,-97.76,3,2,-97.77,30.29,Grey,Mazda
30.27,-97.75,5,5,-97.72,30.26,Silver,Infiniti
30.27,-97.75,3,5,-97.74,30.29,Gray,Kia
30.25,-97.76,3,2,-97.75,30.27,Gray,Kia
30.24,-97.76,5,3,-97.76,30.26,Red,Hyundai
30.24,-97.76,4,5,-97.76,30.26,Gray,Hyundai
30.27,-97.74,3,2,-97.74,30.28,Red,Hyundai
30.27,-97.74,3,4,-97.74,30.28,Gray,Hyundai
30.26,-97.71,4,3,-97.75,30.25,Silver,Toyota
30.25,-97.76,4,4,-97.77,30.25,Black,Kia
30.26,-97.76,5,2,-97.78,30.26,Black,Kia
30.27,-97.74,4,4,-97.74,30.29,Gray,Ford
30.2,-97.67,4,5,-97.74,30.28,Blue,Nissan
30.24,-97.74,3,2,-97.73,30.24,Silver,Toyota
30.27,-97.74,5,5,-97.72,30.28,Black,Cadillac
30.29,-97.75,5,3,-97.74,30.27,Silver,Lexus
30.26,-97.74,5,5,-97.74,30.28,Gray,Audi
30.26,-97.73,5,2,-97.77,30.3,Silver,Lexus
30.28,-97.73,3,4,-97.74,30.27,Silver,Lexus
30.27,-97.76,4,5,-97.75,30.27,Black,Cadillac
30.27,-97.74,5,2,-97.78,30.3,Black,Cadillac
30.26,-97.74,5,3,-97.74,30.25,Black,Cadillac
30.27,-97.75,4,5,-97.74,30.25,Black,Cadillac
30.26,-97.73,5,5,-97.74,30.26,Black,Cadillac
30.25,-97.76,3,5,-97.77,30.24,White,Chevrolet
30.25,-97.78,3,2,-97.77,30.26,Red,Honda
30.26,-97.74,5,2,-97.76,30.25,Red,Honda
30.26,-97.74,3,3,-97.76,30.25,Gray,Kia
30.26,-97.75,3,3,-97.77,30.26,Gray,Kia
30.27,-97.73,4,5,-97.74,30.27,Gray,Kia
30.28,-97.72,5,4,-97.76,30.25,Red,Hyundai
30.28,-97.72,3,3,-97.76,30.25,Gray,Hyundai
30.26,-97.74,3,5,-97.74,30.27,Red,Hyundai
30.26,-97.74,3,3,-97.74,30.27,Gray,Hyundai
30.26,-97.74,4,4,-97.75,30.24,Gray,Ford
30.27,-97.75,5,4,-97.76,30.23,Gray,Ford
30.29,-97.75,5,3,-97.76,30.25,Blue,Nissan
30.26,-97.74,5,2,-97.75,30.27,Silver,Toyota
30.27,-97.74,3,2,-97.76,30.27,Black,Cadillac
30.31,-97.72,3,2,-97.77,30.26,Black,Kia
30.28,-97.73,5,3,-97.75,30.29,Black,Kia
30.34,-97.73,3,5,-97.75,30.27,Black,Kia
30.25,-97.75,3,5,-97.77,30.23,Red,Subaru
30.27,-97.74,4,3,-97.75,30.25,Red,Subaru
30.2,-97.67,4,4,-97.75,30.27,Silver,BMW
30.23,-97.68,3,2,-97.75,30.27,Silver,BMW
30.21,-97.66,3,2,-97.72,30.26,Silver,BMW
30.26,-97.75,5,2,-97.75,30.25,Silver,BMW
30.28,-97.72,5,4,-97.76,30.25,Blue,Chevrolet
30.27,-97.74,3,4,-97.77,30.3,White,Ford
30.26,-97.74,4,4,-97.76,30.25,Black,Cadillac
30.28,-97.73,3,3,-97.75,30.28,White,Cadillac
30.26,-97.74,4,2,-97.79,30.25,White,Cadillac
30.29,-97.73,5,3,-97.74,30.26,White,Cadillac
30.27,-97.74,5,5,-97.75,30.24,White,Cadillac
30.27,-97.75,4,2,-97.74,30.28,White,Cadillac
30.27,-97.74,5,3,-97.75,30.25,Silver,Toyota
30.3,-97.78,4,2,-97.74,30.29,Red,Toyota
30.27,-97.75,3,5,-97.75,30.27,Red,Toyota
30.26,-97.74,3,4,-97.74,30.28,Brown,Nissan
30.26,-97.74,4,3,-97.76,30.26,White,Chevrolet
30.28,-97.73,3,3,-97.75,30.27,Brown,BMW
30.25,-97.75,4,4,-97.74,30.26,Red,Honda
30.26,-97.73,4,3,-97.75,30.27,Red,Honda
30.28,-97.73,5,2,-97.73,30.29,Red,Honda
30.25,-97.76,3,5,-97.76,30.26,Red,Honda
30.27,-97.74,4,4,-97.74,30.25,Red,Honda
30.27,-97.75,5,2,-97.74,30.27,Red,Honda
30.27,-97.7,5,4,-97.75,30.27,Red,Honda
30.26,-97.75,3,3,-97.76,30.24,White,Ford
30.27,-97.74,4,5,-97.74,30.27,White,Ford
30.28,-97.74,5,5,-97.75,30.27,White,Ford
30.32,-97.72,4,4,-97.76,30.26,Red,Subaru
30.26,-97.72,4,3,-97.75,30.26,White,Jeep
30.26,-97.74,3,4,-97.74,30.28,Blue,Ford
30.26,-97.7,4,5,-97.72,30.25,Blue,Ford
30.27,-97.75,3,5,-97.7,30.26,Blue,Ford
30.27,-97.75,3,3,-97.74,30.26,Black,Cadillac
30.27,-97.75,5,4,-97.75,30.29,White,Nissan
30.27,-97.75,3,2,-97.74,30.27,White,Nissan
30.27,-97.74,3,4,-97.76,30.3,White,Nissan
30.26,-97.74,3,5,-97.75,30.22,Silver,Toyota
30.26,-97.74,5,2,-97.76,30.29,Black,Nissan
30.25,-97.74,3,3,-97.74,30.25,Gray,Ford
30.27,-97.75,3,2,-97.76,30.28,Grey,Mazda
30.26,-97.74,3,4,-97.75,30.27,White,Chevrolet
30.3,-97.78,5,3,-97.74,30.26,White,Jeep
30.27,-97.74,5,2,-97.74,30.26,White,Jeep
30.25,-97.75,5,4,-97.71,30.26,Gray,Kia
30.25,-97.75,5,3,-97.76,30.25,Blue,Nissan
30.26,-97.74,4,2,-97.74,30.26,Blue,Nissan
30.27,-97.74,3,5,-97.75,30.27,White,Ford
30.26,-97.76,3,4,-97.77,30.28,Gray,Ford
30.27,-97.73,5,3,-97.77,30.26,Gray,Ford
30.27,-97.74,5,4,-97.75,30.24,Gray,Ford
30.27,-97.75,5,3,-97.75,30.27,Gray,Ford
30.26,-97.74,3,3,-97.75,30.25,Grey,Mazda
30.26,-97.74,5,3,-97.74,30.27,White,Chevrolet
30.27,-97.74,4,5,-97.75,30.27,Black,Nissan
30.27,-97.75,4,4,-97.75,30.27,Black,Nissan
30.27,-97.75,3,4,-97.78,30.29,Black,Nissan
30.25,-97.75,3,5,-97.75,30.24,Black,Cadillac
30.3,-97.77,3,3,-97.73,30.26,White,Ford
30.27,-97.75,5,5,-97.76,30.26,Gray,Pontiac
30.25,-97.76,5,5,-97.76,30.26,White,Toyota
30.27,-97.74,3,5,-97.76,30.24,White,Toyota
30.27,-97.74,3,3,-97.75,30.27,Silver,BMW
30.27,-97.74,4,5,-97.74,30.26,Silver,BMW
30.27,-97.75,5,5,-97.74,30.26,Silver,BMW
30.28,-97.77,4,2,-97.76,30.3,Brown,Ford
30.27,-97.75,3,4,-97.77,30.25,Red,Hyundai
30.27,-97.75,3,5,-97.77,30.25,Gray,Hyundai
30.27,-97.75,4,5,-97.74,30.28,Red,Hyundai
30.27,-97.75,3,4,-97.74,30.28,Gray,Hyundai
30.26,-97.74,3,4,-97.75,30.25,Grey,Mazda
30.27,-97.75,5,5,-97.76,30.28,Grey,Mazda
30.26,-97.76,4,3,-97.75,30.26,Gray,Pontiac
30.23,-97.77,5,3,-97.74,30.32,Gray,Honda
30.26,-97.74,3,4,-97.75,30.25,Black,Cadillac
30.27,-97.74,3,5,-97.74,30.26,Black,Cadillac
30.3,-97.73,5,3,-97.75,30.27,Black,Nissan
30.27,-97.74,3,5,-97.75,30.25,Black,Cadillac
30.25,-97.76,5,3,-97.77,30.31,White,Ford
30.26,-97.74,5,5,-97.74,30.25,White,Ford
30.25,-97.75,3,3,-97.74,30.26,White,Ford
30.27,-97.75,5,2,-97.75,30.26,White,Ford
30.26,-97.74,3,3,-97.75,30.27,Blue,Nissan
30.28,-97.74,5,2,-97.74,30.26,Red,Ford
30.29,-97.74,4,4,-97.78,30.3,Gray,Nissan
30.25,-97.77,3,5,-97.76,30.25,Silver,Toyota
30.31,-97.84,5,5,-97.75,30.25,Silver,Toyota
30.27,-97.74,5,3,-97.76,30.23,Black,Nissan
30.27,-97.74,3,3,-97.72,30.28,White,Cadillac
30.24,-97.73,4,3,-97.76,30.27,White,Cadillac
30.27,-97.74,4,2,-97.78,30.3,Red,Hyundai
30.27,-97.74,4,4,-97.78,30.3,Gray,Hyundai
30.26,-97.73,5,4,-97.76,30.29,Red,Hyundai
30.26,-97.73,3,2,-97.76,30.29,Gray,Hyundai
30.27,-97.74,3,4,-97.75,30.24,Red,Hyundai
30.27,-97.74,4,5,-97.75,30.24,Gray,Hyundai
30.27,-97.74,3,5,-97.73,30.29,Black,Toyota
30.26,-97.73,3,5,-97.74,30.27,Gray,Honda
30.3,-97.74,3,3,-97.75,30.29,Gray,Honda
30.27,-97.74,4,2,-97.74,30.26,Black,Nissan
30.29,-97.76,3,5,-97.76,30.25,Black,Nissan
30.26,-97.72,3,3,-97.74,30.26,Gray,Ford
30.26,-97.74,3,2,-97.74,30.28,Gray,Ford
30.28,-97.74,3,3,-97.75,30.28,Gray,Nissan
30.26,-97.74,4,4,-97.77,30.31,Gray,Nissan
30.26,-97.74,4,3,-97.76,30.26,Gray,Nissan
30.26,-97.72,4,2,-97.77,30.29,Gray,Nissan
30.29,-97.72,3,5,-97.73,30.29,Gray,Nissan
30.24,-97.76,3,5,-97.73,30.26,Gray,Nissan
30.17,-97.83,3,2,-97.74,30.24,White,Chevrolet
30.26,-97.73,4,5,-97.76,30.24,White,BMW
30.27,-97.74,4,2,-97.77,30.26,White,BMW
30.26,-97.74,5,4,-97.75,30.26,White,BMW
30.27,-97.75,4,2,-97.72,30.26,White,BMW
30.26,-97.74,4,5,-97.75,30.27,Black,Cadillac
30.26,-97.73,5,3,-97.74,30.28,Silver,Toyota
30.27,-97.74,5,3,-97.75,30.29,Black,Toyota
30.26,-97.74,3,2,-97.75,30.27,Black,Cadillac
30.28,-97.72,4,5,-97.75,30.26,Silver,Lexus
30.27,-97.75,3,3,-97.76,30.26,Black,Acura
30.24,-97.73,4,5,-97.75,30.29,Black,Acura
30.26,-97.74,3,5,-97.77,30.28,Red,Subaru
30.26,-97.73,4,5,-97.76,30.26,Silver,BMW
30.24,-97.76,4,5,-97.76,30.24,Black,Nissan
30.27,-97.74,4,5,-97.72,30.26,Silver,Chrysler
30.27,-97.74,4,3,-97.73,30.26,Silver,Chrysler
30.28,-97.72,5,2,-97.72,30.25,Black,Nissan
30.15,-97.8,3,3,-97.67,30.2,Black,Cadillac
30.26,-97.7,5,3,-97.74,30.27,Black,Cadillac
30.26,-97.74,5,4,-97.75,30.25,White,Nissan
30.26,-97.73,4,2,-97.74,30.26,Black,Honda
30.27,-97.75,4,3,-97.74,30.27,Gray,Honda
30.27,-97.75,5,4,-97.76,30.26,Gray,Honda
30.28,-97.76,3,2,-97.75,30.27,Gray,Honda
30.25,-97.76,4,3,-97.75,30.27,Gray,Honda
30.34,-97.88,5,5,-97.74,30.27,Gray,Honda
30.27,-97.75,4,3,-97.79,30.23,Silver,Lexus
30.27,-97.74,4,5,-97.75,30.29,White,Ford
30.18,-97.7,5,3,-97.75,30.27,White,Ford
30.29,-97.76,3,4,-97.75,30.25,White,Ford
30.28,-97.74,3,5,-97.75,30.27,Blue,Ford
30.25,-97.75,4,3,-97.74,30.27,Blue,Ford
30.28,-97.74,3,4,-97.75,30.27,Silver,BMW
30.26,-97.74,4,5,-97.75,30.27,Silver,BMW
30.24,-97.78,4,3,-97.77,30.25,Black,Nissan
30.26,-97.73,5,4,-97.73,30.25,Black,Nissan
30.44,-97.77,4,4,-97.74,30.27,Black,Nissan
30.28,-97.73,3,4,-97.73,30.28,Brown,BMW
30.26,-97.74,5,4,-97.76,30.26,Brown,BMW
30.26,-97.76,5,2,-97.77,30.25,White,Cadillac
30.29,-97.77,4,4,-97.76,30.27,White,Cadillac
30.26,-97.74,3,5,-97.74,30.27,Black,Cadillac
30.27,-97.75,3,2,-97.75,30.27,Black,Toyota
30.27,-97.75,5,5,-97.76,30.28,Black,Toyota
30.27,-97.76,3,5,-97.74,30.27,White,Chevrolet
30.33,-97.74,4,2,-97.77,30.25,White,Chevrolet
30.31,-97.7,5,5,-97.75,30.27,White,Chevrolet
30.27,-97.75,3,4,-97.74,30.26,White,Chevrolet
30.27,-97.74,5,3,-97.74,30.28,Black,Nissan
30.27,-97.75,3,5,-97.75,30.29,Black,Nissan
30.29,-97.74,4,2,-97.74,30.27,Black,Nissan
30.3,-97.78,5,4,-97.74,30.27,Gray,Honda
30.27,-97.74,4,2,-97.74,30.29,Gray,Honda
30.26,-97.73,3,3,-97.74,30.27,Gray,Honda
30.22,-97.76,5,3,-97.75,30.26,Gray,Honda
30.25,-97.74,3,3,-97.74,30.26,Gray,Honda
30.3,-97.77,4,5,-97.7,30.26,Gray,Honda
30.29,-97.71,5,5,-97.77,30.3,Gray,Honda
30.24,-97.74,5,2,-97.74,30.27,Gray,Honda
30.26,-97.76,3,4,-97.74,30.26,Gray,Honda
30.27,-97.8,3,5,-97.74,30.27,White,Toyota
30.3,-97.77,3,3,-97.74,30.29,Silver,BMW
30.28,-97.74,4,2,-97.74,30.27,Silver,BMW
30.27,-97.74,4,3,-97.75,30.27,Silver,BMW
30.27,-97.74,5,3,-97.73,30.27,Silver,BMW
30.24,-97.75,4,4,-97.74,30.27,Silver,BMW
30.3,-97.74,4,2,-97.75,30.29,Silver,BMW
30.29,-97.74,5,4,-97.74,30.29,Silver,BMW
30.32,-97.73,3,3,-97.75,30.27,Silver,BMW
30.29,-97.75,5,2,-97.74,30.27,Silver,BMW
30.25,-97.77,4,2,-97.74,30.27,Silver,BMW
30.28,-97.72,5,5,-97.74,30.27,Brown,Ford
30.26,-97.73,3,4,-97.74,30.26,Brown,Ford
30.27,-97.75,5,3,-97.73,30.27,Brown,Ford
30.27,-97.75,4,2,-97.77,30.26,Red,Hyundai
30.27,-97.75,4,4,-97.77,30.26,Gray,Hyundai
30.27,-97.74,3,4,-97.75,30.29,Red,Hyundai
30.27,-97.74,3,5,-97.75,30.29,Gray,Hyundai
30.25,-97.76,3,5,-97.74,30.27,Red,Hyundai
30.25,-97.76,5,3,-97.74,30.27,Gray,Hyundai
30.27,-97.75,5,5,-97.75,30.29,Silver,Lexus
30.27,-97.74,5,2,-97.75,30.29,White,Lexus
30.27,-97.74,3,3,-97.73,30.25,White,Lexus
30.29,-97.77,4,4,-97.74,30.27,White,Lexus
